abstract,sentence,label,,,,
16787928,We report here the first functional study that implicates the putative cysteine desulfurase m-Nfs1 in the biogenesis of both mitochondrial and cytosolic mammalian Fe-S proteins.,,,,,
16787928,"Depletion of m-Nfs1 in cultured fibroblasts through small interfering RNA-based gene silencing significantly inhibited the activities of mitochondrial NADH-ubiquinone oxidoreductase (complex I) and succinate-ubiquinone oxidoreductase (complex II) of the respiratory chain, as well as aconitase of the Krebs cycle, with no alteration in their protein levels.",,,,,
16787928,"Activity of cytosolic xanthine oxidase, which holds a [2Fe-2S] cluster, was also specifically reduced, and iron-regulatory protein-1 was converted from its [4Fe-4S] aconitase form to its apo- or RNA-binding form.",,,,,
16787928,"Reduction of Fe-S enzyme activities occurred earlier and more markedly in the cytosol than in mitochondria, suggesting that there is a mechanism that primarily dedicates m-Nfs1 to the biogenesis of mitochondrial Fe-S clusters in order to maintain cell survival.",,,,,
16787928,"Finally, depletion of m-Nfs1, which conferred on apo-IRP-1 a high affinity for ferritin mRNA, was associated with the down-regulation of the iron storage protein ferritin.",,,,,
28634120,Expanding the sequencing depth of the peptides with a statistically significant quantitative change derived from a biological stimulation is critical.,,,,,
28634120,"Here we demonstrate that optimization of LC gradient and analytical column construction can reveal over 30,000 unique peptides and 23,000 phosphopeptides at high confidence.",,,,,
28634120,The quantitative reproducibility of different analytical workflows was evaluated by comparing the phosphoproteome of CD3/4 stimulated and unstimulated T-cells as a model system.,,,,,
28634120,"A fritless, 50cm-long column packed with 1.9μm particles operated with a standard pressure HPLC significantly improved the sequencing depth 51% and decreased the selected ion chromatogram peak spreading.",,,,,
28634120,"Most importantly, under the optimal workflow we observed an improvement of over 300% in detection of significantly changed phosphopeptides in the stimulated cells compared with the other workflows.",,,,,
28634120,"The discovery power of the optimized column configuration was illustrated by identification of significantly altered phosphopeptides harboring novel sites from proteins previously established as important in T cell signaling including A-Raf, B-Raf, c-Myc, CARMA1, Fyn, ITK, LAT, NFAT1/2/3, PKCα, PLCγ1/2, RAF1, and SOS1.",,,,,
28634120,"Taken together, our results reveal the analytical power of optimized chromatography using sub 2μm particles for the analysis of the T cell phosphoproteome to reveal a vast landscape of significantly altered phosphorylation changes in response to T cell receptor stimulation.",,,,,
19586914,The Arabidopsis thaliana locus At5g06580 encodes an ortholog to Saccharomyces cerevisiae d-lactate dehydrogenase (AtD-LDH).,,,,,
19586914,The recombinant protein is a homodimer of 59-kDa subunits with one FAD per monomer.,,,,,
19586914,"A substrate screen indicated that AtD-LDH catalyzes the oxidation of d- and l-lactate, d-2-hydroxybutyrate, glycerate, and glycolate using cytochrome c as an electron acceptor.",,,,,
19586914,"AtD-LDH shows a clear preference for d-lactate, with a catalytic efficiency 200- and 2000-fold higher than that for l-lactate and glycolate, respectively, and a K(m) value for d-lactate of approximately 160 microm.",,,,,
19586914,Knock-out mutants showed impaired growth in the presence of d-lactate or methylglyoxal.,,,,,
19586914,"Collectively, the data indicated that the protein is a d-LDH that participates in planta in the methylglyoxal pathway.",,,,,
19586914,Web-based bioinformatic tools revealed the existence of a paralogous protein encoded by locus At4g36400.,,,,,
19586914,The recombinant protein is a homodimer of 61-kDa subunits with one FAD per monomer.,,,,,
19586914,A substrate screening revealed highly specific d-2-hydroxyglutarate (d-2HG) conversion in the presence of an organic cofactor with a K(m) value of approximately 580 microm.,,,,,
19586914,"Thus, the enzyme was characterized as a d-2HG dehydrogenase (AtD-2HGDH).",,,,,
19586914,Analysis of knock-out mutants demonstrated that AtD-2HGDH is responsible for the total d-2HGDH activity present in A. thaliana.,,,,,
19586914,Gene coexpression analysis indicated that AtD-2HGDH is in the same network as several genes involved in beta-oxidation and degradation of branched-chain amino acids and chlorophyll.,,,,,
19586914,It is proposed that AtD-2HGDH participates in the catabolism of d-2HG most probably during the mobilization of alternative substrates from proteolysis and/or lipid degradation.,,,,,
21619950,Protein phosphorylation plays a pivotal role in the regulation of many cellular events, increasing evidences indicate that this post-translational modification is involved in plant response to various abiotic and biotic stresses.,,,,
21619950,"Since phosphorylated proteins may be present at low abundance, enrichment methods are generally required for their analysis.",,,,,
21619950,"We here describe the quantitative changes of phosphoproteins present in Arabidopsis thaliana leaves after challenging with elicitors or treatments mimicking biotic stresses, which stimulate basal resistance responses, or oxidative stress.",,,,,
21619950,Phosphoproteins from elicited and control plants were enriched by means of metal oxide affinity chromatography and resolved by 2D electrophoresis.,,,,,
21619950,A comparison of the resulting proteomic maps highlighted phosphoproteins showing quantitative variations induced by elicitor treatment, these components were identified by MALDI-TOF peptide mass fingerprinting and/or nanoLC-ESI-LIT-MS/MS experiments.,,,,
21619950,"In total, 97 differential spots, representing 75 unique candidate phosphoproteins, were characterized.",,,,,
21619950,"They are representative of different protein functional groups, such as energy and carbon metabolism, response to oxidative and abiotic stresses, defense, protein synthesis, RNA processing and cell signaling.",,,,,
21619950,Ascertained protein phosphorylation found a positive confirmation in available Arabidopsis phosphoproteome database.,,,,,
21619950,The role of each identified phosphoprotein is here discussed in relation to plant defense mechanisms.,,,,,
21619950,"Our results suggest a partial overlapping of the responses to different treatments, as well as a communication with key cellular functions by imposed stresses.",,,,,
24738752,"In biological samples, proteins and peptides are altered by proteolytic activity.",,,,,
24738752,"The actual ex vivo form of the peptidome or proteome analyzed, therefore, does not always reflect the natural in vivo state.",,,,,
24738752,Sample stabilization and sample treatment are thereby decisive for how far these two states diverge.,,,,,
24738752,"To assess ex vivo formation of peptides, we used enzymatic incorporation of oxygen-18 water during proteolysis (PALeO approach) to label ex-vivo-formed peptides in rodent brain tissue.",,,,,
24738752,"Rates of ex-vivo-formed peptides were determined in 25 samples that were stabilized and treated by six different protocols, whereby samples were subjected to different conditions such as temperature, urea concentration, and duration of treatment.",,,,,
24738752,"Samples were measured by nano LC-Orbitrap-MS, and incorporation of oxygen-18 was determined by MS/MS database search and analysis of the precursor isotope pattern.",,,,,
24738752,Extent of ex vivo degradations was affected relevantly by the sample treatment protocol applied and stopped almost completely by heat stabilization.,,,,,
24738752,Determination of the formation state by oxygen-18 incorporation by MS/MS database search correlated well to more elaborate analysis of the MS isotope pattern.,,,,,
24738752,"Overall, oxygen-18 labeling in combination with shotgun data-acquisition and MS/MS database search offers an adjuvant and easily applicable tool to monitor sample quality and fidelity in peptide and neuropeptide sample preparations.",,,,,
29709615,We established a unique platform for proteomic analysis of cultured three-dimensional (3D) neurons and brain tissue from Alzheimer's disease (AD) patients.,,,,,
29709615,"We collected peripheral blood mononuclear cells (PBMC), converted PBMC to induced pluripotent stem cell (iPSC) lines, and differentiated the iPSC into human 3D neuro-spheroids.",,,,,
29709615,"The postmortem brain tissue from the superior frontal cortex, inferior frontal cortex and cerebellum area of the AD patients was compared to the same regions from the control subjects.",,,,,
29709615,"Proteomic analysis of 3D neuro-spheroids derived from AD subjects revealed the alteration of a number of proteins involved in axon growth, mitochondrial function, and antioxidant defense.",,,,,
29709615,"Similar analysis of post-mortem AD brain tissue revealed significant alteration in proteins involved in oxidative stress, neuro-inflammation, along with proteins related to axonal injury.",,,,,
29709615,These results clearly indicate that the dysfunction of 3D neurons from AD patients in our in vitro environment is comparable to the post-mortem AD brain tissue in vivo.,,,,,
29709615,"In conclusion, our study revealed a number of candidate proteins that have important implications in AD pathogenesis and supports the notion that the iPSC-derived 3D neuronal system functions as a model to examine novel aspects of AD pathology.",,,,,
29709615,"SIGNIFICANCE: In this study, we present a unique platform for proteomic analysis of induced pluripotent stem cell-derived three dimensional (3D) neurons and compare the results to those from three regions of post-mortem brain tissue from Alzheimer's disease patients and normal control subjects.",,,,,
29709615,Our results show that the dysfunction of 3D neurons from AD patients in our in vitro environment is comparable to the post-mortem AD brain tissue in vivo.,,,,,
29709615,Our results revealed several candidate proteins that have important implications in AD pathogenesis.,,,,,
27658397,An N-acetyl sugar-binding lectin (termed iNoL) displaying cytotoxic activity against human cancer cells was isolated from the slipper lobster Ibacus novemdentatus (family Scyllaridae).,,,,,
27658397,"iNoL recognized monosaccharides containing N-acetyl group, and glycoproteins (e.g., BSM) containing oligosaccharides with N-acetyl sugar.",,,,,
27658397,"iNoL was composed of five subunits (330, 260, 200, 140, and 30 kDa), which in turn consisted of 70-, 40-, and 30-kDa polypeptides held together by disulfide bonds.",,,,,
27658397,Electron microscopic observations and gel permeation chromatography indicated that iNoL was a huge (500-kDa) molecule and had a polygonal structure under physiological conditions.,,,,,
27658397,"iNoL displayed cytotoxic (apoptotic) effects against human cancer cell lines MCF7 and T47D (breast), HeLa (ovarian), and Caco2 (colonic), through incorporation (internalization) into cells.",,,,,
27658397,The lectin was transported into lysosomes via endosomes.,,,,,
27658397,Its cytotoxic effect and incorporation into cells were inhibited by the co-presence of N-acetyl-D-mannosamine (ManNAc).,,,,,
27658397,"Treatment of HeLa cells with iNoL resulted in DNA fragmentation and chromatin condensation, through activation of caspase-9 and -3.",,,,,
27658397,"In summary, the novel crustacean lectin iNoL is incorporated into mammalian cancer cells through glycoconjugate interaction, and has cytotoxic (apoptotic) effects.",,,,,
10089214,We found that human peripheral B and T cells differed in the surface expression of alpha2-6 sialylated type 2 chain glycans.,,,,,
10089214,"In contrast to B cells, T cells expressed only sialoglycans with repeated N-acetyllactosamine (Galss1-4GlcNAc) disaccharides.",,,,,
10089214,"This finding was based on the specificity of the monoclonal antibodies HB6, HB9 (CD24), HD66 (CDw76), FB21, and CRIS4 (CDw76) with the alpha2-6 sialylated model gangliosides IV6NeuAcnLc4Cer (2-6 SPG), VI6NeuAcnLc6Cer (2-6 SnHC), VIII6NeuAcnLc8Cer (2-6 SnOC), and X6NeuAcnLc10Cer (2-6 SnDC).",,,,,
10089214,"We found that, in addition to their common requirement of an alpha2-6 bound terminal sialic acid for binding, the antibodies displayed preferences for the length of the carbohydrate backbones.",,,,,
10089214,"Some of them bound mainly to 2-6 SPG with one N-acetyllactosamine (LacNAc) unit (HB9, HD66); others preferentially to 2-6 SnHC and 2-6 SnOC, with two and three LacNAc units, respectively (HB6 and FB21); and one of them exclusively to very polar alpha2-6 sialylated type 2 chain antigens (CRIS4) such as to 2-6 SnOC and even more polar gangliosides with three and more LacNAc units.",,,,,
10089214,"These specificities could be correlated with the cellular binding of the antibodies as follows: whereas all antibodies bound to human CD 19 positive peripheral B cells, their reactivity with CD3 positive T cells was either nearly lacking (HD66, HB9), intermediate (about 65%: HB6, FB21) or strongly positive (CRIS4, 95%).",,,,,
10089214,"Thus, the binding of the antibodies to 2-6 sialylated glycans with multiple lactosamine units appeared to determine their binding to T-cells.",,,,,
6185474,"We have isolated by molecular cloning the gene coding for the alpha-amylase (1,4-alpha-D-glucan glucanohydrolase, EC 3.2.1.1.)",,,,,
6185474,from Bacillus amyloliquefaciens and determined its complete nucleotide sequence.,,,,,
6185474,"The gene cloned in the plasmid pUB110 using Bacillus subtilis as a host, was contained in a 2.3-kilobase insert.",,,,,
6185474,"Starting from an ATG initiator codon, an open reading frame comprising a total of 514 amino acids (1542 base pairs) was found within the cloned DNA fragment.",,,,,
6185474,The gene region encoding the COOH terminus of alpha-amylase was located by direct COOH-terminal analysis of the purified exoenzyme.,,,,,
6185474,"The NH2-terminal portion of the gene encodes a 31 amino acid-long signal peptide (Palva, L., Pettersson, R. F., Kalkkinen, N., Lehtovaara, P., Sarvas, M., Söderlund, H., Takkinen, K., and Kääriäinen, L. (1981) Gene 15, 43-51).",,,,,
6185474,"Since the signal peptide is correctly cleaved in the new host, as shown here by direct NH2-terminal sequence analysis, the exoamylase consists of 483 amino acid residues, corresponding to a molecular weight of 54,778.",,,,,
6185474,"The reading frame used to deduce the amino acid sequence was found to be correct by comparison with partial amino acid sequence data published previously (Detera, S. D., and Friedberg, F. (1979) Int.",,,,,
6185474,J. Peptide Protein Res.,,,,,
6185474,"14, 364-372; Chung, H., and Friedberg, F. (1980) Biochem.",,,,,
6185474,J.,,,,,
6185474,"185, 387-395).",,,,,
6185474,"Several differences between the sequence presented here and the partial ones published previously, however, were found.",,,,,
6185474,"The nucleotide sequences both 5' and 3' to the alpha-amylase gene revealed palindromic structures including a stretch of six T-residues, suggesting transcription termination signals on both sides of the gene.",,,,,
6185474,"Thus, it appears that alpha-amylase is translated from a monocistronic mRNA.",,,,,
11125818,"Benzylthioalkyl glycosides of D-glucuronic acid, N-acetyl-D-glucosamine, and N-acetylneuraminic acid (common monosaccharide constituents of natural oligosaccharide chains) have been prepared as sulfide precursors for the carbohydrate coating of dendric carbosilane cores and used in a generally applicable one-pot reaction (Birch reduction in liquid ammonia and subsequent SN2 reaction) to generate a thioether linkage between the monosaccharide moieties and a carbosilane dendrimer.",,,,,
11125818,The dendrimers were uniformly functionalized with the monosaccharides in good yields.,,,,,
7881185,A key transferase in the generation of mature N-linked carbohydrates is the medial Golgi enzyme N-acetylglucosaminyltransferase I (EC 2.4.1.101, GlcNAc-TI) which is encoded by the Mgat-1 gene.,,,,
7881185,Previous studies revealed two size classes of Mgat-1 mRNA that are differentially expressed in mouse tissues.,,,,,
7881185,"Nearly all tissues possess a shorter form (approximately 2.9 kb), whereas brain has predominantly a longer Mgat-1 mRNA (approximately 3.3 kb).",,,,,
7881185,"We now show, by in situ hybridization of horizontal sections of adult mouse brain, that Mgat-1 RNA levels vary markedly in different brain cell types with the greatest expression being in neuronal cells.",,,,,
7881185,The differential expression of the approximately 2.9 kb and approximately 3.3 kb Mgat-1 mRNAs is likely to be controlled by tissue-specific promoters since the size difference between the mRNAs was found to residue entirely in the 5' untranslated region of the approximately 3.3 kb mRNA.,,,,,
7881185,"Evidence for this was obtained by an RNase H strategy, reverse transcription-polymerase chain reaction (RT-PCR) and 5' anchored PCR.",,,,,
7881185,All of the 0.4 kb difference in size was localized upstream of the previously isolated cDNA sequence.,,,,,
7881185,Sequence information from this region was obtained from a mouse brain cDNA library by a PCR amplification strategy and a probe specific for the 3.3 kb mRNA was generated.,,,,,
7881185,This probe hybridized uniquely to the approximately 3.3 kb Mgat-1 mRNA and Southern blot analysis showed that the new sequence is physically linked to the Mgat-1 gene.,,,,,
7881185,A tissue culture model which displays an increase in expression of the approximately 3.3 kb Mgat-1 mRNA transcript during differentiation to neuronal cells has been developed in P19 embryonal carcinoma (EC) cells.,,,,,
7881185,The combined data suggest that 5' exons in the Mgat-1 gene are differentially utilized by tissue-specific promoters and that transcription factor(s) which specify production of the approximately 3.3 kb Mgat-1 mRNA are induced by retinoic acid treatment of P19 EC cells.,,,,,
22202183,"Functionalized quantum dots with dopamine dithiocarbamate (QDs-DDTC) were utilized for the first time as an efficient material for the quantification of efavirenz in human plasma of HIV infected patients and rapid identification of microwave tryptic digest proteins (cytochrome c, lysozyme and BSA) by matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF-MS).",,,,,
22202183,"The synthesized QDs-DDTC was characterized by using spectroscopic (UV-visible, FT-IR and (1)H NMR) and microscopic (SEM and TEM) techniques.",,,,,
22202183,"Functionalized QDs-DDTC exhibited a high desorption/ionization efficiency for the rapid quantification of small molecules (efavirenz, tobramycin and aspartame) at low-mass region.",,,,,
22202183,"QDs-DDTC has well ability to trap target species, and capable to transfer laser energy for efficient desorption/ionization of analytes with background-free detection.",,,,,
22202183,"The use of QDs-DDTC as a matrix provided good linearity for the quantification of small molecules (R(2)=~0.9983), with good reproducibility (RSD<10%), in the analysis of efavirenz in the plasma of HIV infected patients by the standard addition method.",,,,,
22202183,"We also demonstrated that the use of functionalized QDs-DDTC as affinity probes for the rapid identification of microwave tryptic digested proteins (cytochrome c, lysozyme and BSA) by MALDI-TOF-MS. QDs-DDTC-based MALDI-TOF-MS approach provides simplicity, rapidity, accuracy, and precision for the determination of efavirenz in human plasma of HIV infected patients and rapid identification of microwave tryptic digested proteins.",,,,,
22202183,This new material presents a marked advance in the development of matrix-free mass spectrometric methods for the rapid and precise quantitative determination of a variety of molecules.,,,,,
22202183,This article is part of a Special Issue entitled: Proteomics: The clinical link.,,,,,
17381148,Proteins induced by antagonist yeast Pichia membranefaciens and salicylic acid (SA) in peach fruit were determined using proteome analysis in this study.,,,,,
17381148,Both the yeast and SA enhanced the resistance of peach fruit and delayed the initiation infection of Penicillium expansum.,,,,,
17381148,"When quadrupole time-of-flight tandem mass spectrometer was used, a total of 25 proteins could be identified as significantly up- or down-regulated in response to at least one activitor.",,,,,
17381148,"According to the function, these proteins were attributed to protein metabolism, defense response, transcription, energy metabolism, and cell structure.",,,,,
17381148,"Among them, 6 antioxidant and 3 pathogenesis-related (PR) proteins were induced by P. membranefaciens or SA treatments.",,,,,
17381148,The induction results of these proteins were related to treatment time.,,,,,
17381148,Six other proteins were identified as the enzymes which catalyze the reactions of glycolysis and tricarboxylic acid cycle.,,,,,
17381148,"In addition, both the yeast and SA treatments enhanced the transcript and translation expression of the catalase gene.",,,,,
17381148,"These results suggested that antioxidant and PR proteins, as well as enzymes associated with sugar metabolism, were involved in resistance of peach fruit induced by P. membranefaciens and SA.",,,,,
31150779,Water temperature is an important environmental parameter influencing the distribution and the health of fishes and it plays a central role in ectothermic animals.,,,,,
31150779,"The aim of this study is to determine the effects of environmental temperature on the brain proteome and the behavioural responses in zebrafish, a widely used animal model for environmental ""omics"" studies.",,,,,
31150779,"Adult specimens of wild-type zebrafish were kept at 18 °C, 34 °C and 26 °C (control) for 21 days.",,,,,
31150779,"Proteomic data revealed that several proteins involved in cytoskeletal organization, mitochondrial regulation and energy metabolism are differently regulated at the extreme temperatures.",,,,,
31150779,"In particular, the expression of proteins associated to synapses and neurotransmitter release is down-regulated at 18 °C and 34 °C.",,,,,
31150779,"In both thermal conditions, fish exhibited a reduced interest for the novel environment and an impairment of cognitive abilities during Y-Maze behavioural tests.",,,,,
31150779,The observed pathways of protein expression are possibly associated to functional alterations of the synaptic transmission that may result in cognitive functions impairment at central nervous system level as those revealed by behavioural tests.,,,,,
31150779,This study indicates that temperature variations can elicit biochemical changes that may affect fish health and behaviour.,,,,,
31150779,This combined approach provides insights into mechanisms supporting thermal acclimation and plasticity in fishes.,,,,,
31150779,SIGNIFICANCE: Environmental temperature variation may impact on all levels of biological life.,,,,,
31150779,Understanding the impact of thermal variation on the nervous system and animal behaviour is of primary importance since the results obtained can be applied from the ecological to the biomedical fields.,,,,,
20219717,BACKGROUND: Fenugreek is a legume plant used as an ingredient of curry spice.,,,,,
20219717,Incidents of IgE-mediated food allergy to fenugreek have been reported.,,,,,
20219717,"Coincidence with allergy to peanut, a major food allergen, seems to be common suggesting a rather high rate of cross-reactivity.",,,,,
20219717,OBJECTIVE: Characterization of fenugreek allergens using patient sera and mass spectrometry-based proteomic analysis.,,,,,
20219717,"METHODS: Allergenic fenugreek proteins were detected by immunoblotting, using sera from 13 patients with specific IgE to peanut and fenugreek.",,,,,
20219717,IgE-binding proteins were analyzed by peptide mass fingerprinting and peptide sequencing.,,,,,
20219717,"RESULTS: A fenugreek protein quintet in the range from 50 kDa to 66 kDa showed high IgE-affinity, the protein at 50 kDa reaching the strongest signals in all patients.",,,,,
20219717,Proteomic analyses allowed the classification of several fenugreek proteins to a number of allergen families.,,,,,
20219717,"Fenugreek 7S-vicilin and 11S-legumin were partly sequenced and revealed considerable homologies to peanut Ara h 1 and Ara h 3, respectively.",,,,,
20219717,The presence of a fenugreek 2S albumin and pathogenesis-related (PR-10) plant pollen protein was assumed by database searching results.,,,,,
20219717,"CONCLUSION: In this study, individual fenugreek proteins were characterised for the first time.",,,,,
20219717,Observed homologies to major peanut allergens provide a molecular explanation for clinical cross-reactivity.,,,,,
18184719,Embryoglycan is a class of branched high-molecular-weight poly-N-acetyllactosamines characteristically expressed in early embryonic cells and has been shown to be involved in the intercellular adhesion of early embryonic cells in vitro.,,,,,
18184719,"Branching of poly-N-acetyllactosamine chains is performed by beta1,6-N-acetylglucosaminylation of the galactosyl residue.",,,,,
18184719,"We previously knocked out the gene encoding I beta1, 6-N-acetylglucosaminyltransferase (IGnT), and the resultant deficient mice were born without any abnormality, although the mice exhibited various deficits in later life.",,,,,
18184719,"In the present investigation, we produced embryonic stem (ES) cells from IGnT-deficient embryos.",,,,,
18184719,The mutant ES cells exhibited a reduced capability in embryoglycan synthesis.,,,,,
18184719,"Thus, IGnT is a major enzyme involved in the branching of poly-N-acetyllactosamine chains in embryoglycan.",,,,,
18184719,"Since ES cells are equivalent to multipotential cells of the embryonic ectoderm in early postimplantation embryos, this result indicates that an abundance of embryoglycan in these cells is not essential for normal embryogenesis.",,,,,
18184719,"The IGnT-deficient ES cells continued to express SSEA-1, but lacked the expression of 4C9 antigen, although the epitope of 4C9 antigen was confirmed to be Lewis X by a transfection experiment.",,,,,
18184719,"The result establishes the distinct nature of 4C9 antigenicity, which requires either Lewis X epitope on I-branch or clustering of Lewis X epitope, best accomplished by poly-N-acetyllactosamine branching.",,,,,
18184719,Alpha6-integrin was newly identified as a carrier of embryoglycan.,,,,,
18184719,"The IGnT-deficient ES cells adhered to dishes coated with laminin, which is a ligand for alpha6-integrin, significantly less than wild-type ES cells, raising the possibility that embryoglycan in ES cells enhances alpha6-integrin-dependent adhesion in vitro.",,,,,
27222040,Oligodendrocytes produce and maintain the myelin sheath of axons in the central nervous system.,,,,,
27222040,"Because misassembled myelin sheaths have been associated with brain disorders such as multiple sclerosis and schizophrenia, recent advances have been made towards the description of the oligodendrocyte proteome.",,,,,
27222040,The identification of splice variants represented in the proteome is as important as determining the level of oligodendrocyte-associated proteins.,,,,,
27222040,"Here, we used an oligodendrocyte proteome dataset deposited in ProteomeXchange to search against a customized protein sequence file containing computationally predicted splice variants.",,,,,
27222040,"Our approach resulted in the identification of 39 splice variants, including one variant from the GTPase KRAS gene and another from the human glutaminase gene family.",,,,,
27222040,We also detected the mRNA expression of five selected splice variants and demonstrated that a fraction of these have their canonical proteins participating in direct protein-protein interactions.,,,,,
27222040,"In conclusion, we believe our findings contribute to the molecular characterization of oligodendrocytes and may encourage other research groups working with central nervous system disorders to investigate the biological significance of these splice variants.",,,,,
27222040,The splice variants identified in this study may encode proteins that could be targeted in novel treatment strategies and diagnostic methods.,,,,,
27222040,"SIGNIFICANCE: Several disorders of the central nervous system (CNS) are associated with misassembled myelin sheaths, which are produced and maintained by oligodendrocytes (OL).",,,,,
27222040,"Recently, the OL proteome has been explored to identify key proteins and molecular functions associated with CNS disorders.",,,,,
27222040,"We developed an innovative approach to select, with a higher level of confidence, a relevant list of splice variants from a proteome dataset and detected the mRNA expression of five selected variants: EEF1D, KRAS, MFF, SDR39U1, and SUGT1.",,,,,
27222040,We also described splice variants extracted from OL proteome data.,,,,,
27222040,"Among the splice variants identified, some are from genes previously linked to CNS and related disorders.",,,,,
27222040,Our findings may contribute to oligodendrocyte characterization and encourage other research groups to investigate the biological role of splice variants and to improve current treatments and diagnostic methods for CNS disorders.,,,,,
2136346,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase F(PNGase F) from Flavobacterium meningosepticum is a highly useful enzyme for the structural analysis of N (asparagine)-linked carbohydrate chains derived from glycoproteins.,,,,,
2136346,"The enzyme was enriched using a published procedure [Tarentino AL, Gomez CM, Plummer TH, Jr (1984) Biochemistry 1985:4665-71; Tarentino AL, Plummer TH, Jr (1987) Methods Enzymol 138:770-78] and further purified by hydrophobic interaction HPLC on a weak hydrophobic TSK-Ether column from which it was eluted by a decreasing gradient of 1.7 M ammonium sulphate in 100 mM sodium phosphate, pH 7.0, containing 5 mM EDTA.",,,,,
2136346,"To determine the optimal conditions for a complete deglycosylation of glycoproteins by PNGase F, experiments were performed with human alpha 1-acid glycoprotein, because the five complex type carbohydrate chains are quite resistant to enzymic hydrolysis.",,,,,
2136346,The influence of different detergents on the enzyme reaction was studied.,,,,,
2136346,"Complete deglycosylation of human alpha 1-acid glycoprotein was achieved by the use of 60 mU/ml PNGase F in 0.25 M sodium phosphate buffer, pH 8.6, containing 0.2% (w/v) SDS, 20 mM mercaptoethanol and 0.5% Mega-10.",,,,,
8995371,Dentin is the major mineralized extracellular matrix of the tooth.,,,,,
8995371,"The organic components of dentin consist of type I collagen (90%) with 10% noncollagenous proteins, which are also components of bone.",,,,,
8995371,"Two dentin proteins, dentin sialoprotein and dentin phosphoprotein, have been shown to be tooth-specific being expressed mostly by odontoblast cells.",,,,,
8995371,"In this study, we screened a mouse molar tooth library for dentin sialoprotein and dentin phosphoprotein cDNA clones.",,,,,
8995371,Analysis of the clones resulted in characterization of a 4420-nucleotide cDNA that contained a 940-amino acid open reading frame.,,,,,
8995371,The signal peptide and NH2-terminal sequence was 75% homologous to the cDNA sequence of rat dentin sialoprotein.,,,,,
8995371,"The continued open reading frame, however, contained a RGD sequence followed by a region of repeated aspartic acid and serine residues.",,,,,
8995371,This portion of the protein codes for amino acid sequence consistent with that of dentin phosphoprotein.,,,,,
8995371,"The noncoding region contains three potential polyadenylation signals, two of which were shown to be utilized.",,,,,
8995371,Northern blot analysis indicated the presence of two major transcripts of 4.4 and 2.2 kilobases in odontoblasts.,,,,,
8995371,Chromosomal mapping localized the gene to human chromosome 4.,,,,,
8995371,"These data suggest that the previously identified dentin extracellular matrix proteins, dentin sialoprotein and dentin phosphoprotein, are expressed as a single cDNA transcript coding for a protein that is specifically cleaved into two smaller polypeptides with unique physical-chemical characteristics.",,,,,
8995371,"Therefore, we propose that the gene be named dentin sialophosphoprotein.",,,,,
8995371,The location of the human dentin sialophosphoprotein gene on chromosome 4 suggests that this gene may be a strong candidate gene for the genetic disease dentinogenesis imperfecta type II.,,,,,
7496140,"Comparing the properties of 'young' and senescent ('aged') O+ erythrocytes isolated by applying ultracentrifugation in a self-forming Percoll gradient, we demonstrate that the sialic acids of membrane glycoconjugates control the life span of erythrocytes and that the desialylation of glycans is responsible for the clearance of the aged erythrocytes.",,,,,
7496140,This capture is mediated by a beta-galactolectin present in the membrane of macrophages.,,,,,
7496140,"The evidence supporting these conclusions is as follows: (1) Analysis by flow cytofluorimetry of the binding of fluorescein isothiocyanate labelled lectins specific for sialic acids shows that the aged erythrocytes bind less WGA, LPA, SNA and MAA than young erythrocytes.",,,,,
7496140,The binding of DSA and LCA is not modified.,,,,,
7496140,"On the contrary, the number of binding sites of UEA-I specific for O antigen and of AAA decreases significantly.",,,,,
7496140,PNA and GNA do not bind to erythrocytes.,,,,,
7496140,(2) RCA120 as well as Erythrina cristagalli and Erythrina corallodendron lectins specific for terminal beta-galactose residues lead to unexpected and unexplained results with a decrease in the number of lectin binding sites associated with increasing desialylation.,,,,,
7496140,(3) The glycoconjugates from the old erythrocytes incorporate more sialic acid than the young cells.,,,,,
7496140,"This observation results from the determination of the rate of transfer by alpha-2,6-sialyltransferase of fluorescent or radioactive N-acetylneuraminic acid, using as donors CMP-9-fluoresceinyl-NeuAc and CMP-[14C]-NeuAc, respectively.",,,,,
7496140,(4) Microscopy shows that the old erythrocytes are captured preferentially by the macrophages relative to the young ones.,,,,,
7496140,"Fixation of erythrocytes by the macrophage membrane is inhibited by lactose, thus demonstrating the involvement of a terminal beta-galactose specific macrophage lectin.",,,,,
7496140,"(5) Comparative study of the binding of WGA, LPA, SNA and MAA to the aged erythrocytes and to the in vitro enzymatically desialylated erythrocytes shows that the desialylation rate of aged cells is low but sufficient to lead to their capture by the macrophages.",,,,,
11495899,A variety of eucaryotic polypeptide growth factors are synthesized as transmembrane precursors.,,,,,
11495899,Many of these precursors are released from plasma membranes by proteolytic cleavage and converted into soluble mature proteins.,,,,,
11495899,"A number of studies, however, indicate that bound growth factor precursors can be biologically active, suggesting a role for these membrane-associated ligands in cell-cell communication.",,,,,
11495899,Secreted heregulin is a 45-kDa growth factor with homology to epidermal growth factor.,,,,,
11495899,"This growth factor binds directly to HER-3 and HER-4 and activates heterodimeric receptor complexes composed of the type I receptor tyrosine kinases, i.e.",,,,,
11495899,"HER-1, HER-2, HER-3, and HER-4.",,,,,
